telescope,z,variance_mK2,mode_count,peak_kperp,peak_density,peak_group_fraction,peak_zero_edge_gap
hirax_interferom,0.7867189994570217,0.014619705119132598,68809456,0.10533113119236721,0.5940962293960526,0.0004106591739691944,
hirax_interferom,0.7869689930422853,0.014629842125134896,68809456,0.10533113119236721,0.5942624901642292,0.0004106597328830676,
hirax_interferom,0.7872189866275487,0.014639982898751371,68809456,0.10533113119236721,0.5944287741936003,0.00041066029178869024,
hirax_interferom,0.7874689802128123,0.014650127440222914,68809456,0.10533113119236721,0.5945950814841656,0.0004106608506860483,
hirax_interferom,0.7877189737980759,0.01466027574979055,68809456,0.10533113119236721,0.5947614120359254,0.0004106614095751286,
hirax_interferom,0.7879689673833394,0.014671518585290054,68813504,0.10533113119236721,0.5949277658488797,0.00041063143769263816,
hirax_interferom,0.788218960968603,0.014681675188661286,68813504,0.10533113119236721,0.5950941429230283,0.0004106319964734339,
hirax_interferom,0.7884689545538665,0.014692927844002859,68817552,0.10533113119236721,0.595260543258371,0.00041060202852518036,
hirax_interferom,0.78871894813913,0.014703092743281595,68817552,0.10533113119236721,0.5954269668549084,0.00041060258719766087,
hirax_interferom,0.7889689417243936,0.014713261412428753,68817552,0.10533113119236721,0.5955934137126401,0.00041060314586179687,
hirax_interferom,0.789218935309657,0.014723433851686148,68817552,0.10533113119236721,0.595759883831566,0.0004106037045175744,
hirax_interferom,0.7894689288949206,0.014733610061295768,68817552,0.10533113119236721,0.5959263772116864,0.00041060426316497995,
hirax_interferom,0.7897189224801842,0.014745982245231284,68825648,0.10533113119236721,0.5960928938530013,0.00041054377945310197,
hirax_interferom,0.7899689160654477,0.014756167514060895,68825648,0.10533113119236721,0.5962594337555106,0.0004105443379004634,
hirax_interferom,0.7902189096507113,0.014766356554535308,68825648,0.10533113119236721,0.5964259969192142,0.0004105448963394144,
hirax_interferom,0.7904689032359747,0.014776549366897165,68825648,0.10533113119236721,0.5965925833441121,0.00041054545476994106,
hirax_interferom,0.7907188968212383,0.014786745951389325,68825648,0.10533113119236721,0.5967591930302043,0.0004105460131920297,
hirax_interferom,0.7909688904065019,0.014796946308254861,68825648,0.10533113119236721,0.5969258259774911,0.00041054657160566696,
hirax_interferom,0.7912188839917653,0.014807150437737542,68825648,0.10533113119236721,0.5970924821859724,0.00041054713001083937,
hirax_interferom,0.7914688775770289,0.014817358340081957,68825648,0.10533113119236721,0.5972591616556476,0.00041054768840753317,
hirax_interferom,0.7917188711622924,0.014827570015532771,68825648,0.10533113119236721,0.5974258643865177,0.0004105482467957348,
hirax_interferom,0.791968864747556,0.014837785464334943,68825648,0.10533113119236721,0.5975925903785818,0.00041054880517543045,
hirax_interferom,0.7922188583328196,0.01484910845963347,68829696,0.10533113119236721,0.5977593396318405,0.00041051884634331375,
hirax_interferom,0.792468851918083,0.014859332217645,68829696,0.10533113119236721,0.5979261121462938,0.0004105194046143659,
hirax_interferom,0.7927188455033466,0.014869559750025836,68829696,0.10533113119236721,0.5980929079219409,0.00041051996287687315,
hirax_interferom,0.7929688390886102,0.014879791057020555,68829696,0.10533113119236721,0.5982597269587827,0.00041052052113082176,
hirax_interferom,0.7932188326738736,0.014890026138873877,68829696,0.10533113119236721,0.598426569256819,0.000410521079376199,
hirax_interferom,0.7934688262591372,0.014900264995830734,68829696,0.10533113119236721,0.5985934348160494,0.0004105216376129902,
